"TOKEN";"REFTEXT"
"SWOMPRVSIW";"CN-105 F1"
"SWPIKAMRSW";"1ST ARM. DIV. OFFICIAL BATTLEGROUP"
"SWQQOCWMZO";"3-166-y  Gv. MSP"
"SWRZNPQPMT";"#CMD LEOPARD 1A5-DK"
"SWTGFKUZYN";"EMCFFA/1CA"
"SWTSBGQWBZ";"No. 3/4 Squadron"
"SWTZRHPAPQ";"2-7 Bah"
"SWWJNYPSSG";"PzGren.-Bat. 301"
"SWXBETIJON";"T148"
"SWXLMGXMVM";""
"SXATWWYSVI";"9. PANZERDIVISION"
"SXEKPTNVKC";"M113 I-TOW"
"SXHAPEUTBA";"W-3W SOKOŁ [AA]"
"SXHFUVVURL";"Infantry squad (around 10 soldiers) specialized in close range combat and in urban / building environment"
"SXHHEDZUGP";"MARSOUINS (APILAS)"
"SXJRJLZBUU";"10-YA GV. TANK. DIV."
"SXJXLURWNC";"M109G"
"SXLPYGVLUU";"2. Motostřelecká Divize"
"SXNTUDPRXR";"#CZ 7. Tankový Pluk"
"SXPFPGCVZJ";"V,/AR-9"
"SXSXPGRRRN";"DSh. PKM"
"SXTHSHXDHW";"III./MSR. 23"
"SXTSOSXZSZ";"KS-23"
"SXWFBSEISC";"F-104G [AA]"
"SXXCJMPXYU";"Esc. de Chasse 4/11 Jura"
"SXZMBFTTEK";"#CMD VELITEL MOTOSTŘELCŮ"
"SYAYVGVIND";"1st Engineer Bat."
"SYCITRERCJ";"Type 69"
"SYEDXXBNYM";"3-52-y Gv. Art. Polk"
"SYEPXJWRGN";"#CMD AB M1025 HUMVEE CP"
"SYFFZPWMBM";"PIONIERS"
"SYHCNYOVQU";"An incendiary rocket launcher is a specialized weapon capable of firing thermal warheads at land targets.\nThe warhead of this rocket is often confused for napalm, but the incendiary rocket launcher in many ways better resembles a stand-off flamethrower, capable of burning fortified structures such as bunkers from a distance. This launcher can be fired by a single soldier and is effective at land fortifications, buildings, and enemy squads. "
"SYHHJLJCYQ";"ARM. RIFLES"
"SYJDEQLTMI";"MFRW BM-24M"
"SYKVIGDFAL";"K.d.A. SCHÜTZEN."
"SYNKVSSECA";"D-10T2S"
"SYPQEANAOT";"27-YA GV. MOTOSTRELK. DIV."
"SYREKLYUHQ";"#CMD PZ.BEF. LEOPARD 2A4(C)"
"SYSCKXSEWJ";"Groupement Génie"
"SYWMFZFABK";"#RECO2 WACH. AUFK."
"SYWQWSGCDP";"S-25LD"
"SYXUQAABLS";"1 gb 100 pz"
"SYYAPKUVBI";"FELDJÄGER"
"SYYSZROGDK";"#SOV 40-y Tank. Polk"
"SYZSSZLBUZ";"4-2nd Arm. Cavalry Rgt."
"SYZVJEYQBN";"A-222"
"SYZVWQXMOY";"AH-1F COBRA"
"SZCOCRJKDU";"T-80B"
"SZDBRMISSA";"25-YA GV.TD OFFICIAL BATTLEGROUP"
"SZDWBVLOSV";"RAPIER FSA"
"SZEGMYMNCK";"#CMD UH-1N ACP"
"SZENGXUDAU";"2-103. TP"
"SZEQLVMKJW";"DSh. FAGOT"
"SZGENWCFTK";"2S9 NONA-S 120mm"
"SZJIYJDBEF";"Kh-28"
"SZKLCJLYOW";"Artillery Tractors"
"SZNGAXYVQO";"DESANT. UAZ-3151 SNAB."
"SZPNANMQNB";"SS.11"
"SZQCDJMZPU";"M270 MLRS [CLU]"
"SZRRFAFANC";"AUVERLAND A3 MILAN"
"SZZOYBFKQW";"2-375-y Tank. Polk"
"TACIIIHFDV";"C1"
"TAIKJUKLBK";"CETME C"
"TAirport";"Airport"
"TANGJJSVLC";"79-YA GV. TANK. DIV."
"TAOTTFDDYH";"TOPAS-2A"
"TASQETNXGQ";"Token inexistant JMHUUZQJUQ dans SERIOUS_Localisation_Unites"
"TATYSJKHOO";"84 pz"
"TATZFZUVYM";"82ND AIRBORNE DIVISION"
"TAWKNWKNGS";"BFA-230"
"TAYHMMFFLW";"VOLVO N10 LOG."
"TBBGZWPFZM";"#RECO2 SPETSRAZVEDKA"
"TBDVAQNIUS";"AMX-13 VCI 12,7mm"
"TBIUXUJVYU";"2. PZ.GRENADIER-DIVISION"
"TBIYTNTIRI";"VAB PM-81 LEGION"
"TBKUZXLSFO";"DESANT. PLAMYA 30mm"
"TBNHPJVDDO";"Panzer-Bat. 544"
"TBOFTRMBDK";"DESANT. ZUR-23-2S JOD"
"TBPLXSHYFD";"13. Tanková Divize"
"TBTVOBCLLJ";"SKOT-2AM"
"TBVHXOETBF";"#RFA  III. Korps"
"TBYNORYZUL";"CH-47C SUPPLY"
"TBYUAZUNIF";"M2HB x2"
"TCAQZQTJFP";"2-34th Armored"
"TCCSPCCCXE";"#CMD AIRMOBILE LDR."
"TCEDOVSSZC";"#CMD Mi-22"
"TCFHROTETO";"4-35-ya Gv. DShB"
"TCMATFCCCY";"KS-19M"
"TCQEKUTDHB";"#CMD MT-LBu"
"TCRXEWZJHN";"#RECO1 TOA RECO."
"TCTIULMKUD";"247mm"
"TCVOWLUINV";"#CMD CHAIKA"
"TDAUQLMVEA";"M47E1"
"TDBQUOJHKD";"13-y Razvedka Bat."
"TDBZVHATMX";"2-32 pz"
"TDCHZBFXCF";"WP-8Z"
"TDCLAEMRHO";"CATI"
"TDDGXDWPZW";"SRAAW (M)"
"TDFBGEUHCX";"#SOV 375-y Tank. Polk"
"TDGDWOXFKY";"144 Afdva"
"TDHSIYEHBT";"SPW-40P2 STRELA-1"
"TDIPGUVQKM";"UNIMOG U1300L"
"TDJKFNVBQG";"BK90/L40"
"TDKEIAGNOM";"M249"
"TDKVFJUYNE";"UPK-23-250"
"TDMRSLJMHK";"PzArtillerie-Bat. 75"
"TDMXQNZSDA";"MECH. FUSILEROS"
"TDOFATBEMC";"M72A1 LAW"
"TDPWNDUBQL";"9e Génie"
"TDRFFPDZVU";"#RECO2 DELTA"
"TDRVJSGIAS";"I./PR-15"
"TDUKGTUFXN";"1-151st Attack Helo. Bat. (NG)"
"TDZAGQFYFL";"GRENADIER-VOLTIGEURS"
"TDZJXLGAIA";"SAXON"
"TDZSQVHZVK";"AZP-23"
"TDZTXSDBRI";"M113A1 MUN."
"TEAJXOCGBZ";"BEDFORD MJ SUPPLY"
"TEAYAKVMTY";"ZPU-2"
"TEELHVUVHO";"2A17"
"TEFUQAIOXF";"FJB40-LStR40"
"TEKFWEHYOI";"Su-22M4 [RKT2]"
"TEKKARDQIY";"D-10T2S"
"TEKNKRNBGD";"2-295-y Gv. MSP"
"TEMPAXBQFK";"AB FIRE TEAM (DRAGON)"
"TEPJPKKGDC";"M109A2"
"test";"used for display of test unit in the armory"
"Test_Unit";"Test_Unit"
"Test_Weap";"Test_Weapon"
"TESTSTRAT1";"TEST STRATEGIC"
"TESTSTRAT2";"TEST STRATEGIC PLANE"
"TETINRLNHI";"MOBILIZED"
"TFGFFGPIYS";"FIRE TEAM (DRAGON)"
"TFLUMDMELP";"#CMD GREEN BERETS LDR."
"TFMEVJEBRO";"EM-12e DBL"
"TFNZGZCBBT";"#RECO2 PARA. ECLAIREURS"
"TFPCYMKWWK";"#CMD BTR-40B"
"TFUJKVLWOI";"MiG-29 [AA1]"
"TFXVJDBDSQ";"VBRG"
"TFYRMCEOYF";"INGENIØRER"
"TGEPUJDPFL";"1-332-y Gv. Tank. Polk"
"TGESJOVAWL";"#CMD Fs-FÜHRUNGS ILTIS"
"TGGLXTAMXF";"#RECO2 ECLAIREURS"
"TGHPBFCRAP";"HSS.804 20mm"
"TGITLCGGCD";"Infantry assault squads specialized in short-range combat, in particular in urban combat."
"TGJLFHMDKK";"Jäger-Bat. 541"
"TGOGHJFJSA";"ZSU-23-4M1 SZYŁKA"
"TGOLAVPBVF";"#DDR 22. Panzer-Rgt."
"TGPOAOEPFM";"20. PPR"
"TGTOBDIDKN";"LATAMB1"
"TGWFHGAVAR";"1er RCAM"
"TGWJCWRLFR";"78th Tac. Fighter Sq."
"TGWXACQYYJ";"2A64"
"TGXKUUMJEM";"M168A1 Vulcan"
"THADLQVNDQ";"MT-12"
"THDEIKSMEB";"ALPHA JET A [RKT]"
"THDEWVKNZI";"Security units increase their Optics and identification levels to Good when not moving, similar to Recon units, although they remain an Infantry squad."
"THFMHCDEIO";"Mortar"
"THLUJELDMC";"1-JagdG 74"
"THOCKLGISD";"PLK čs 57mm"
"THRUBJLEUJ";"BATTLE RIFLE"
"THVXBQRFVN";"3-51-y Gv. Tank. Polk"
"THWOAZQTOB";"5. Panzer Challenge"
"THYOSIEJSZ";"2-38. DP"
"TICVSKKWIS";"#SOV 240-y MSP"
"TIDKVZHKFD";"15. RESERVE-PANZER6RGT."
"TIIZGHKMLO";"L7A3"
"TIJGYQWXNO";"CH-136"
"TINVGNLPBH";"ROVER KMAR"
"TIOSKIDJIC";"D-20"
"TIWJVGOAJQ";"PzArtillerie-Bat. 35"
"TIWQILOHJT";"#RFA VBK 45"
"TIWSIKZLPV";"PANCÉŘOVNÍCI"
"TJAMALBZZP";"Zgrupowanie Desantowe"
"TJCCTSTKWI";"#CMD BVP-1K"
"TJCECMYBFH";"#RECO2 HUSSARDS-PARA."
"TJEIZZAGIM";"DESANT. PULEMETCHIKI"
"TJFOATBNKZ";"H.D.R. LONDON OFFICIAL BATTLEGROUP"
"TJGBDKOZNS";"#CMD M151 MUTT CP"
"TJMQDBXFVX";"Esc. de Chasse 3/3 Ardennes"
"TJPLYJKDPC";"CH-135"
"TJPOUGQZCB";"#CMD Fs.-WOLF FÜH."
"TJQIVKWGYE";"M-30 122mm"
"TJRVFXGQDQ";"32nd Air Defense Group"
"TKAFADKEIB";"I./PR-10"
"TKARFLBMOU";"M693 F1"
"TKDWJLNERL";"#DDR  Militärbezirk III"
"TKFPINZRWP";"2-52-y Gv. Art. Polk"
"TKJYFCDDME";"#CZ 8. Tankový Pluk"
"TKKLQQMFDL";"F-16A [HE]"
"TKKLRUDJJK";"2-390-ya Gv. Art. Brigada"
"TKNJLGNUTX";"103 Verkbat"
"TKODTUYNUF";"MiG-23BN [KMGU]"
"TKOHPJWBRH";"#RECO2 RAZVEDKA"
"TKPHCIVHWN";"FK20-2 20mm ZWILLINGE"
"TKPXWLNVCG";"EERSTE LEGERKORPS"
"TKRSAVHTKZ";"9M14P Malyutka-P"
"TKTPFOEHYG";"FLAME"
"TKXMVXFSOH";"M68A1 (XM900E1)"
"TKYCQOXMIT";"Armored vehicle designed to carry infantry into battle and provide direct-fire support. The IFV usually carries effective weapons against infantry and other armored vehicles."
"TKYDIUKJZV";"D-30 122mm"
"TKYHJNTIJG";"2-50 pz"
"TKYZTXRYWS";"34 pdes"
"TLCHPBTRPF";"2S12 120mm"
"TLDNSESSBS";"AH-1F TOWCOBRA"
"TLGQFELWXB";"3-95-y Gv. Tank. Polk"
"TLKJMAZYKI";"A.109HA-1"
"TLLQGGIMGQ";"FRR-7"
"TLPQIPWMHE";"TOW"
"TLRHDVQNGX";"32-y otd. Tank. Bat."
"TLWXLTXOPH";"SVO"
"TLXIWJKWEJ";"I./MSR. 18"
"TMDDJFRVCG";"Malyutka-M"
"TMGZDTBMCH";"Sa Vz.58P"
"TMIWDGIPVC";"MiG-23BN [CLU]"
"TMJINUJQHK";"171. Plrp"
"TMQNGCDEVK";"421TFS"
"TMRLYZQNJW";"LEGION.-SAPEURS"
"TMSATJEDJS";"C.12 [CLUS]"
"TMWQFFIFMS";"SCHWIM.PZ. PT-76B"
"TMZRWIXZWI";"DA-Zgr. Des."
"TMZXDBVSDY";"OTDELENIE PODDERZHKI"
"TNBEULDFOG";"248-y (MLRS) Polk"
"TNMOJAMIRF";"35TH INFANTRY DIVISION (MECH.)"
"TNOZENIXHA";"TRM-2000 TARASQUE"
"TNUHRQNZBF";"REZ. BS-3 100mm"
"TOAGVNJXPI";"104 Verkbat"
"TOBEDPXBXD";"409TFS"
"TOBPXEUXZE";"Su-17M4 [RKT]"
"TOCQBCTZUP";"BM-43"
"TOCZLPKMIM";"#CMD BMD-2K"
"TOESQGZLAD";"ASPIDE TOLEDO"
"TOFHWGIMZX";"FR-F1"
"TOFZIZMLWF";"1-8 pcz"
"TOHHRCNZLE";"11 prplot"
"TOLPYDJMQX";"#RECO3 OT-65 RL"
"TOMGLEJKRZ";"4-68th Armored Bat."
"TOVCKJKZIO";"CLKA"
"TOWEHUBUYP";"M198"
"TOXPDIIVGF";"MB 1017"
"TPBTLSBOKN";"Aufk.-Bataillon 17"
"TPIXUWGYJL";"UNGUIDED BOMB"
"TPKLTVMNCS";"III./MSR. 16"
"TPNDHLQAYO";"#RFA  15. Panzer-Brigade"
"TPNMSQRTJR";"Reservist"
"TPNOOEQZDA";"RIFLES PATROL"
"TPSHPLBYJX";"12 Tkbat"
"TPUTQGEHNV";"Kar 98K ZF"
"TPWGORIIPD";"#RECO2 CL-289"
"TQALOBBCQT";"vz. 53"
"TQATCLYPLW";"3-62-y Gv. Tank. Polk"
"TQDXQDMIFZ";"300mm"
"TQEYORJHEU";"2A45M Sprut-B"
"TQFYOEIPLP";"15 DYWIZJA ZMECH."
"TQGCLPAQXJ";"#RECO2 AUFKLÄRER"
"TQGOYIBOPP";"4-4th Cavalry Rgt."
"TQIINIQSZN";"#RECO1 M113A1 VERK."
"TQKWIGBXUL";"#RECO2 JOH-58C"
"TQMSAOOKAT";"URAL-4320 ZU-23-2"
"TQNEOVJBFS";"BTR-50PK"
"TQNHPRVXEO";"1-66th Armored Bat."
"TQNVBKFDPT";"2A36"
"TQRHCLPRRJ";"25 pcz"
"TQTFTRFOWZ";"BERLIN RIFLES"
"TQUMUBRSBF";"20 DIV. PANCERNA"
"TQVNNJWLUA";"TOPAS-2AP"
"TQXOUBMPUD";"1 Para Bataillon"
"TRHPSBZSRZ";"PALR MILAN 2"
"TRICEUGFKK";"S-13"
"TRLMPSIPFC";"#RECO2 Fs-EINSATZGRUPPE"
"TRMFZAFGLF";"AMX-30EM2 SABBLIR"
"TRMXXAUDCM";"M462 (supply)"
"TRRMZKUOLC";"Bofors L/60"
"TRTDVWKQUB";"Invar"
"TRWGBWMTEA";"Flugabwehr-Rgt. 230"
"TRYTEHDJSR";"3-2nd Arm. Cavalry Rgt."
"TSHOGYCOOK";"#CMD GAZELLE AH.1 CP"
"TSQTHTXUJO";"GAZELLE HOT 2"
"TSQUAAPXLS";"Eryx"
"TSRDYOQFEI";"#CMD FÜPZ. T-54AMK"
"TSSTHAFZVN";"L7A3"
"TSULIAWOVS";"1-73 pcz"
"TSVSKLPAXI";"M-109A1B"
"TSVZPHOVBU";"Electronic Warfare"
"TSZUBGAFHW";"Jäger-Bat. 77"
"TTDTYJMPZJ";"S-53"
"TTHFPULZNS";"This unit is composed of law enforcement, civilians, or paramilitary personnel, raised to active duty to support a nation’s regular military. While trained, they typically lack front-line combat experience or instruction in heavy weaponry and equipment."
"TTJSAFIGSN";"M47 DOZER"
"TTKKJMWGPA";"This unit is composed of soldiers who are highly motivated, well-drilled, or politically indoctrinated. Going into battle with plenty of enthusiasm, these eager troops will endure even the hardest battlefield conditions in stride."
"TTLFBSXFFG";"#SOV 138-y otd. Tank. Polk"
"TTLFGHGBHA";"#CMD BRDM-2U"
"TTRBSAYZQM";"BERLINER GRUP. OFFICIAL BATTLEGROUP"
"TTVEYMBZFB";"BMD-3"
"TTWARAVBFQ";"N.G. REDEYE"
"TTYQBAIHUI";"Bombs"
"TTYXGDLYCT";"CG2CA"
"TUAUFUMNKN";"R-13M1"
"TUHFRAMZXN";"FK20-2 20mm ZWILLINGE"
"TUHGUOLNXZ";"6-YA OG MOTOSTRELK. BRIG."
"TUKAFNJTOD";"M-46"
"TUMXAZOPFO";"#RECO2 GAZELLE CANON"
"TUQYSHXIIU";"#RECO2 Mi-2"
"TUTSOGFLCK";"3-67. MSP"
"TUUXRFRGCU";"TOW-2"
"TUVQGSSLVV";"Stab-5. Panzerdiv."
"TUWBRUTMXR";"AIRMOBILE"
"TUZAMVZNFC";"PARA. M40A1"
"TVABMECNRW";"PIONIER"
"TVDJXAMVCL";"M21"
"TVFYQTBVDC";"cas"
"TVHOYVUTSY";"#RECO2 JÄGER AUFKL."
"TVIMMLBMOM";"4-385-y Art. Polk"
"TVKFDZLZYB";"Mi-24D [AT]"
"TVLMXNVGIF";"1-33 pz"
"TVOAHYRTTO";"1-27 pz"
"TVODWBMGQZ";"(1-8th GA MLRS)"
"TVQLARLEKW";"DD-10 DZ"
"TVVATXCNPV";"III./AR 17"
"TVXDETKWEV";"A small, hand-held explosive that can be thrown by an individual soldier.\nGrenades can be encountered in many shapes and sizes, including fragmentation anti-personal, smoke grenades, gas, or even anti-tank grenades. As extremely close-range weapons, they are used in various combat situations, including clearing houses or bunkers, thrown into vehicles, or as boobytraps. Due to proximity and sometimes large blast radius, grenades are often equally dangerous to the user as to the enemy. "
"TVXZDGMUSM";"9A51 PRIMA"
"TWAKYXXWFE";"#CMD FALLSCHIRM. FÜH."
"TWAVATUXYX";"#RECO2 PZ.AUFKLÄRER"
"TWBSNJRXIG";"#RECO2 K.d.A. AUFKLÄRER"
"TWEITWICZD";"I-HAWK"
"TWGUQYHYIZ";"#CZ 3. Motostřelecká Divize"
"TWHRTATZZG";"#RECO2 N.G. OH-58A"
"TWMUDEUBXJ";"CHIEFTAIN MK. 10"
"TWMUJDXNDF";"A submachine gun is a quick-firing, short-range firearm.\nSubmachine guns (SMGs) fire smaller cartridges, most often used in handguns, which allows for a more compact and easier to wield automatic weapon. This also means their stopping power and range are less than a heavier assault rifle. Rear-echelon troops or vehicle crews frequently field submachine guns as a personal defense weapon. "
"TWNQWAQLEZ";"SAS"
"TWPJEPNNUZ";"AIM-9N"
"TWRXOGEVSY";"DESANT. 2B9 WASILOK"
"TWUGIFYFQE";"MK-77"
"TWUMKONBDV";"1er Chasseurs Ardennais"
"TWUNXZAQWO";"TOW 2"
"TWXTEEYLYD";"M-43"
"TWYXBMZMDI";"4-308-ya Artilleri. Brigada"
"TWZUBLSWRO";"#RECO1 LuAZ-967M AGS-17"
"TXBMHTUBJH";"1-199-y Art. Polk"
"TXBPFWKNIJ";"M106 MORTAR"
"TXCGUDJXQD";"HARRIER GR.3 [AA]"
"TXELYJDQUL";"I,/KORB"
"TXFQBVMTIM";"19e Génie"
"TXHJLKHJIS";"N.G. XM1058 US-ROLAND"
"TXHSOEGRJP";"#CMD T-54BK"
"TXJSUWVGLD";"VBK 45"
"TXOHYUYGBY";"28 pułk zmech."
"TXTNNGPIUS";"4. DYW. ZMECH. OFFICIAL BATTLEGROUP"
"TXVMCBTAVP";"R-33S"
"TXVNGZJZXD";"II./AR 11"
"TXVWSNVWAC";"#CMD DESANT. LuAZ-967M KOM."
"TXWOJQJRNA";"GEBIRGSJÄGER "
"TYEQYUJZYH";" PANTSERINF. (LAW)"
"TYFZTSCTCE";"MiG-21MF [AA2]"
"TYHGEVOHRI";"3e Lanciers"
"TYHPDRYJCO";"61e Rgt. d'Artillerie"
"TYKEYRZBGH";"AKM"
"TYMBFIYWOP";"CHINOOK HC.1 SUPPLY"
"TYMUJKSIYL";"PARA. MO-81-61-C 81mm"
"TYRAVVVEMV";"BOFORS L70"
"TYRMBBMXYR";"#SOV 16-y Gv. Tank. Polk"
"TYRTAKRFGF";"HSF"
"TYTOKZEVTR";"#CMD M1025 HUMVEE CP"
"TYTUCNYMSY";"VKK 241"
"TYWIABCWNT";"AB TOW-2"
"TYXGMWOIXI";"1-288-y Gv. MSP"
"TYYFBMIUBJ";"#RECO2 JÄGER AUFKL."
"TYZSWZCDJY";"#RECO2 MOTORISED SCOUTS"
"TZAGIEZTDW";"93mm"
"TZDPQTYDWM";"2S1 GVOZDIKA"
"TZHTWRWBRV";"DESANT. GAZ-66 ZU-23-2"
"TZJDSMYTVR";"SPETSGRUPPA V"
"TZJSHPCMWY";"#DDR  24. Mot.-Schützen-Rgt."
"TZKTOQPNQO";"YCQM-121A PAVE TIGER [EW]"
"TZLQFSVFZF";"#RFA Panzerbrigade 29"
"TZNVYASNET";"JG-8"
"TZQISBSXKT";"2-PR-22"
"TZYDAWEUWA";"ROVER MILAN"
"TZYGPKVMOG";"Pz.Gren.-Bat. 223"
"UABBGGZOTN";"#RECO1 ERC-90 SAGAIE RECO"
"UADCONRXIM";"Jäger-Bat. 621"
"UAEHSXFGOJ";"#CMD DESANT. WD-43"
"UAFRPKMNYM";"Su-22M4 [RKT]"
"UAGIRXLVGM";"M-46 130mm"
"UAGXQEOSKO";"#RECO2 UH-1N SCOUT"
"UAHDUUOKXH";"KPz. T-55AM2B"
"UAMGREVPNN";"Otd. Tank. Bat."
"UAMMWKEQDW";"6E DIVISION BLINDEE LEGERE"
"UAPBPYLZZW";"F-4F [HE1]"
"UAQVVCWMTP";"3e Carabiniers"
"UASLZYOQCE";"RM vz.70"
"UAUAEBTRJR";"2-29-y Gv. MSP"
"UAWPPSCRQP";"DESANT. KOMANDOSI"
"UBAYQRBFSB";"SAPEURS"
"UBERKKDTZG";"5-8 Bah"
"UBKUBJIPRS";"BDX"
"UBMMIYRTRN";"#RECO1 M551 ACAV"
"UBMQUMRRZK";"Uru"
"UBOLQTFSXU";"#SOV  211-y Gv. Tank. Polk"
"UBPZXRXKCY";"1-13th Armored Bat."
"UBRGWBZRIL";"#US  82nd Airborne Div."
"UBRJWXTLYH";"BHELA I"
"UBVUTHGMOA";"F-104G [AA]"
"UBZBSTTMEG";"3-63rd Armored Bat."
"UBZGSSLRPM";"GSh-23L"
"UCBKVJLHZL";"2e Etranger"
"UCFLJNECST";"2A65"
"UCGDEZLION";"KPz. T-72M"
"UCGQCGMQCZ";"2-6 pz"
"UCGZPYTWLX";"3-PR-19"
"UCHGNEBJWY";"9-YA GV. TANK. DIV."
"UCIIGXTHXP";"Mk 83"
"UCJUEMXRPX";"GVARDEITSY (BMP)"
"UCKJFZDBLF";"MAS-49/56"
"UCLMNRLCFV";"#CMD CMDT PARA-CMDO."
"UCOTFNGVUG";"AR-70/90"
"UCPMYNEDLH";"SKYGUARD CV 35mm"
"UCSQRNUMQQ";"2A42 "
"UCTMMCSHFO";"3-249-y Gv. MSP"
"UCTWUPUWTZ";"MOTOSTRELKI CUBA (BTR)"
"UCUMUYKNQB";"787-y IAP"
"UCVXXLOUBF";"Belgische Luchtmacht"
"UCZAIMKBRA";"R550 Magic"
"UDBTXIUIJW";"3-3 pcz"
"UDCMJEPIPT";"#RECO2 SCHMEL-1"
"UDCQRBNBVH";"DESANT. 2B14 82mm"
"UDDLMZTPUV";"Br-2M"
"UDFHVBDJZV";"#RECO2 PRŮZKUMNÍCI"
"UDQQSBAMNH";"PHANTOM FGR.2 [CLU]"
"UDTENMIYDD";"SUPER ETENDARD [AT]"
"UDUBUDNOAU";"2-68. MSP"
"UDUKUYUNGJ";"Mi-17 [RKT 1]"
"UDVSSVFHLQ";"AIR-TO-GROUND ROCKETS"
"UDWBWSNGIK";"#RFA  64. Heimatschutz-Brig."
"UDWNOMPYUJ";"Mi-8T"
"UDXYROJWVH";"Amphibious"
"UDZAXXDQUX";"#CMD OT-62/R4MT"
"UDZHTMAJML";"3-52nd ADA"
"UEAGAZCLDQ";"1. TANKOVÁ DIVIZE"
"UEDNMGQMZQ";"#RECO2 SCOUT AH.1"
"UEGFXOIFUD";"Mi-24V [AT]"
"UEGOUMRDSY";"1-1054-y Art. Polk"
"UEGUTODADY";"21-YA STRELK. DIV."
"UEIECTIVYC";"VKK 333"
"UEJEWHWCWV";"RIFLES"
"UENDXQIXJE";"3-44-y Gv. Tank. Polk"
"UENUNAIAAY";"1-24 pcz"
"UEOMCLDZIL";"MT-LB"
"UEWYSVTASC";"1-70-y Gv. Tank. Polk"
"UFAZWXEZZG";"1-211-y Gv. Tank. Polk"
"UFCUPPXLZW";"3-PR-23"
"UFDAONQWSI";"FAL Scope "
"UFDOJXCGFV";"PzGrenadier-Bat. 131"
"UFDYZWLRWU";"R-3R"
"UFFGOEKOYL";"L7A3"
"UFFUEBRKXZ";"1-29-y Gv. Tank. Polk"
"UFILMATBGZ";"HQ-CFE"
"UFMXXVQJJS";"V-600"
"UFOXNABUBL";"#CMD CHIEFTAIN MK. 10 CMD"
"UFPJTIQCLR";"Su-24M [AT1]"
"UFSVPYGJWE";"11 Afdva"
"UFTBEDMXWO";"KAB-500L"
"UFTQXABKWD";"III./MSR. 22"
"UFWSWUSZWD";"PINZGAUER 712M JAMMER"
"UFWUXIBVOT";"138-y otd. Tank. Soviet Polk"
"UGCLICQOVN";"JAGUAR [AT]"
"UGCMOMNCHK";"1-1-y Gv. Tank. Polk"
"UGDHLAULRO";"1-41 pz"
"UGEVLKUHID";"Artillerie-Bat. 535"
"UGIDVVTZZQ";"TORNADO IDS [HE]"
"UGJUUYNPLY";"1. MSD"
"UGKDOPAYTF";"25-YA TANK. DIV."
"UGLJLVWDED";"100 pułk zmech."
"UGONPYOPAA";"#RFA Artillerie-Regiment 10"
"UGORSJDJKL";"REZ. PM-43 120mm"
"UGQBHDXNMT";"RakArt.-Bat. 42"
"UGSNXKABCG";"5-3rd Field Artillery Rgt."
"UGTDJDEYGQ";"1-32 pz"
"UGYAVPKQHC";"MiG-23BN [RKT]"
"UHCUPMBZET";"#CMD T-34/85M DOW."
"UHCYBLIEFI";"División Meca. Brunete n°1"
"UHJYCWXIWL";"The standard weapon for a large number of frontline soldiers, the battle rifle is effective against enemy troops at intermediate ranges.\nHeavy and powerful, battle rifles are very accurate and deadly when the shooter is immobile, but quite less than an assault rifle on the move, especially since it uses smaller magazines. Most assault rifles can be modified with accessories such as scopes, foregrips, night vision devices, or single-shot grenade launchers."
"UHOUTPMSAL";"M58 MICLIC"
"UHPTVZIXCH";"[SHOCK#trait_SHOCK] [PARA#trait_PARA] [SML#trait_SML]"
"UHTWRUOZUB";"B-4"
"UHWWTTDLBF";"1-322-y MSP"
"UHYSDMAWEG";"GROUPE ANTICHAR"
"UIAUCMJBUY";"HQ-2"
"UIDVNVKPJG";"VKK 352"
"UIEVELUDYK";"2-51. MSP"
"UIIWQKDOSO";"Aufklärungs-Bat. 5"
"UIJCKEIBIP";"#CZ 64. Tankový Pluk"
"UIMCPUMZUX";"2e REP"
"UIPJANMGQT";"#RFA  19. Panzergrenadier-Brigade"
"UIQVSYZEVI";"102 Verkbat"
"UIRROWGHJV";"L8A2"
"UITXMSCJZS";"DRAGON I"
"UIVUFFCOJT";"BM-14M"
"UIYBROWPRB";"#CMD OT-65VP"
"UJABTWUSMV";"3. DLMB"
"UJCATGRFNM";"4-1054-y Art. Polk"
"UJDOKDZXAV";"R-13M"
"UJGHYBRNRS";"#RFA VBK 47"
"UJHGPIYARA";"2K22 TUNGUSKA"
"UJHXVAUFTT";"AGM-65E Maverick"
"UJIRMSRMDF";"#SOV 153-y Tank. Polk"
"UJISDDTCIQ";"170e Infanterie"
"UJJPWHMYIO";"2A44"
"UJKJRPMDFA";"#RECO1 AMX-30EM1 RECO."
"UJLWJJWOHX";"FALLSCHIRM.-MG-3 7,62mm"
"UJMGSUXVSE";"#FR 15e Division d'Infanterie"
"UJMWGQIZDB";"7. PANZERDIVISION"
"UJOGQCZKUZ";"AGM-65E Maverick"
"UJOKCIQLZX";"#CMD PARA. ROVER CP"
"UJSYLVNMMT";"JG-1"
"UJUVGOZYIV";"CH-53G"
"UJUVNYYFIF";"M113A3"
"UJUZXXUCSF";"ADEN Mk.4 x2"
"UKBJIMWOHT";"III./PR-10"
"UKEWNSDWXA";"Swingfire"
"UKHSEKPKYG";"#CMD AB M1025 HUMVEE CP"
"UKISMQORGW";"BOFORS 57mm m/54"
"UKLNNEMOYK";"This unit is an Unmanned Aerial Vehicle, a drone piloted from a the ground by an operator and used for reconnaissance. Small, slow & silent, it is hard to spot by the human eye and intended to be discarded as a bird by radars."
